V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75
0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,0.007416666666666666,1.2000000000000002,6.85,1.275,0.245,0.375,0.55,1.01,1.0699999999999998,0.6299999999999999,0.36,0.345,0.23,0.265,0.27,0.27
0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.004750000000000001,0.535,1.275,6.71,1.2550000000000001,0.735,0.45999999999999996,0.8250000000000001,0.895,0.965,0.5549999999999999,0.315,0.22,0.33999999999999997,0.365,0.365
0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.007583333333333333,0.45499999999999996,0.245,1.2550000000000001,2.59,1.3900000000000001,0.815,0.6950000000000001,0.75,0.9199999999999999,0.66,0.5,0.36,0.28,0.28500000000000003,0.28500000000000003
0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.012666666666666666,0.7050000000000001,0.375,0.735,1.3900000000000001,1.83,1.08,0.83,0.81,0.89,0.865,0.7,0.505,0.48,0.25,0.25
0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,0.013666666666666667,1.01,0.55,0.45999999999999996,0.815,1.08,1.67,1.21,0.9199999999999999,0.74,0.76,0.645,0.5800000000000001,0.38,0.21000000000000002,0.21000000000000002
0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,0.015416666666666667,1.185,1.01,0.8250000000000001,0.6950000000000001,0.83,1.21,1.5,1.275,0.9450000000000001,0.72,0.61,0.7050000000000001,0.63,0.305,0.305
0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.006583333333333333,0.95,1.0699999999999998,0.895,0.75,0.81,0.9199999999999999,1.275,1.35,1.295,0.8,0.6100000000000001,0.705,0.52,0.65,0.65
0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.35000000000000003,0.6299999999999999,0.965,0.9199999999999999,0.89,0.74,0.9450000000000001,1.295,1.87,0.78,0.655,0.5800000000000001,0.36,0.6399999999999999,0.6399999999999999
0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.00575,0.33999999999999997,0.36,0.5549999999999999,0.66,0.865,0.76,0.72,0.8,0.78,0.74,0.94,0.5,0.385,0.55,0.55
0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.215,0.345,0.315,0.5,0.7,0.645,0.61,0.6100000000000001,0.655,0.94,1.17,0.815,0.565,0.545,0.545
0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.0038333333333333336,0.375,0.23,0.22,0.36,0.505,0.5800000000000001,0.7050000000000001,0.705,0.5800000000000001,0.5,0.815,0.65,0.605,0.52,0.52
0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.0029166666666666664,0.295,0.265,0.33999999999999997,0.28,0.48,0.38,0.63,0.52,0.36,0.385,0.565,0.605,0.7,0.6699999999999999,0.6699999999999999
0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.175,0.27,0.365,0.28500000000000003,0.25,0.21000000000000002,0.305,0.65,0.6399999999999999,0.55,0.545,0.52,0.6699999999999999,1.47,1.47
0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003,0.175,0.27,0.365,0.28500000000000003,0.25,0.21000000000000002,0.305,0.65,0.6399999999999999,0.55,0.545,0.52,0.6699999999999999,1.47,1.47
